pair_id,henry_full,henry_chargeoff,gcmc_0p1bar,gcmc_1bar
A1,1.535460321313663,1.7981079064088756,1.5629396127391368,1.6517147418075064
A2,-0.0421325194001156,0.0405424790921982,0.0817954128558387,0.0473340936350753
A3,-1.1139810288007117,-0.8246025884353937,-1.174602222997303,-1.1256900730051989
A4,-0.6983186605334163,0.0098179295434766,-0.6398695215828797,-0.6087686616807872
B1,0.925584099829322,0.982113931846722,0.9963013811259028,0.9436743591142756
B2,-0.0091074529641611,-0.1869223108028447,-0.0267507816621074,0.0045221023379944
C1,0.19503701844395,0.1010528035324521,0.1763180921402758,0.1198770076153912
C2,0.0162112953342977,-0.1304264341886401,0.0437124201400183,-0.0294377932048838
