intervention,target,T/K,effect_measure,p/bar_low,p/bar_high,paired_related_groups,median_heat_low,median_heat_high,median_heat_change_high_minus_low,median_adsorption_low,median_adsorption_high,median_adsorption_change_high_minus_low,spearman_rho_pressure_change_heat_vs_adsorption,bootstrap_95_low_rho,bootstrap_95_high_rho,direction_concordance_fraction,y
linker_family_change,landfill_CH4,338.0,absolute_log_difference,0.01,4.4,3494,0.1158485,0.22801525,0.1102954999999998,0.081027417825864,0.0499574977255897,-0.0268882089537321,0.2266682016134013,0.192625678749851,0.2603982885545631,0.4690898683457355,0
linker_family_change,landfill_CO2,338.0,absolute_log_difference,0.26,3.2,3494,0.2955139999999998,0.4362425000000001,0.1232874999999995,0.1375085974952585,0.0730916800698652,-0.0566606435418574,0.1411745965416025,0.107258497505767,0.1745412878361567,0.4959931310818546,1
linker_family_change,methane_purification_CH4,298.0,absolute_log_difference,0.9,9.0,3494,0.1557210000000001,0.2641774999999999,0.1019459999999998,0.0751567122253967,0.0469033532672516,-0.0283643971828532,0.1341933872665172,0.0989955652815662,0.169390654498625,0.4693760732684602,2
linker_family_change,methane_purification_CO2,298.0,absolute_log_difference,0.1,1.0,3494,0.3607090000000001,0.5627070000000001,0.1769092500000006,0.1448855874798648,0.0929705999286798,-0.0497855421855762,0.1103107364004846,0.0762169362613517,0.1456131155690517,0.483400114481969,3
linker_family_change,methane_storage_CH4,298.0,absolute_log_difference,5.8,65.0,3494,0.1040034999999999,0.1068780000000001,0.0060805000000001,0.0474673436666893,0.0262088425307776,-0.0190097190251534,0.1875861878390216,0.1530615629789372,0.2227888540864113,0.5263308528906697,4
linker_family_change,post_combustion_CO2,298.0,absolute_log_difference,0.015,0.15,3494,0.3337015000000001,0.3368329999999999,-0.0032354999999999,0.1841983231393283,0.1535503255058728,-0.0242380332283263,0.3448869957749126,0.3121488622902778,0.3772559522597759,0.6061820263308529,5
linker_family_change,post_combustion_N2,298.0,absolute_log_difference,0.075,0.75,3494,0.079573,0.089255,0.0071019999999999,0.057724121327073,0.0424435531888436,-0.0143476069115954,0.2076936767121497,0.1735331710347565,0.2410387490288316,0.5483686319404694,6
linker_family_change,pre_combustion_CO2,313.0,absolute_log_difference,0.4,16.0,3491,0.301371,0.4695180000000007,0.1596439999999992,0.1308148137707082,0.0410313539682154,-0.0845246056912311,0.195399588645613,0.1636462966656004,0.2294797853951778,0.4336866227441994,7
linker_family_change,pre_combustion_H2,313.0,absolute_log_difference,0.6,24.0,3491,0.0300949999999999,0.1932589999999998,0.150012,0.0343310328133421,0.0751536900870561,0.0352220097822006,0.0866354257670941,0.0520179076412682,0.1206085613131658,0.6997994843884274,8
