quantity,intervention,comparison,guest_class,regime,T/K,CO2_target,coguest_target,CO2_pressure_bar,coguest_pressure_bar,measure,paired_groups,status,median_CO2,median_coguest,median_paired_difference_CO2_minus_coguest,median_bootstrap_95_low,median_bootstrap_95_high,mean_paired_difference_CO2_minus_coguest,mean_bootstrap_95_low,mean_bootstrap_95_high,fraction_groups_CO2_greater,fraction_bootstrap_95_low,fraction_bootstrap_95_high,quantity_label,row_label,y
adsorption_separation,linker_family_change,pre_combustion_CO2_vs_H2,CO2_vs_H2,high,313.0,pre_combustion_CO2,pre_combustion_H2,16.0,24.0,absolute_log_difference,3491,OK,0.0410313539682154,0.0751536900870561,-0.0288430347635502,-0.0316850435639046,-0.0260514261020061,-0.0452828159615097,-0.0482960195215662,-0.0423022127273451,0.3067888857061014,0.2913205385276425,0.3219707820108851,Adsorption,Linker · Adsorption,0
adsorption_separation,metal_substitution,pre_combustion_CO2_vs_H2,CO2_vs_H2,high,313.0,pre_combustion_CO2,pre_combustion_H2,16.0,24.0,absolute_log_difference,452,OK,0.0377975139773448,0.0612215891318216,-0.0164530150117531,-0.0307094004497688,-0.0078390808631704,-0.0155541435895413,-0.0256497515637646,-0.0054114467529677,0.4203539823008849,0.3761061946902654,0.4646017699115044,Adsorption,Metal · Adsorption,1
heat_contrast,linker_family_change,pre_combustion_CO2_vs_H2,CO2_vs_H2,high,313.0,pre_combustion_CO2,pre_combustion_H2,16.0,24.0,absolute_hoa_difference,3491,OK,0.4695180000000007,0.1932589999999998,0.2434925000000004,0.2256720000000003,0.259401,0.4415089782297336,0.4181602331924949,0.4659637645624463,0.7788599255227728,0.7651102835863649,0.7926095674591808,Energetic,Linker · Energetic,2
heat_contrast,metal_substitution,pre_combustion_CO2_vs_H2,CO2_vs_H2,high,313.0,pre_combustion_CO2,pre_combustion_H2,16.0,24.0,absolute_hoa_difference,452,OK,0.5365205,0.17391475,0.3697665,0.3270200000000001,0.4163236937499997,0.6493616769911504,0.5176007190265487,0.8377973879701327,0.8429203539823009,0.8097345132743363,0.8761061946902655,Energetic,Metal · Energetic,3
