object,basename,required,path,sha256,size_bytes,rows,columns_count,columns
topology_robustness,step1_topology_robustness_summary.csv,True,analysis\step1_topology_robustness_summary.csv,76250d9fd96c4a4e55e100cf446d83840a2a1a892f6553b88cca4236583b9d72,161,2,4,"[""analysis_level"", ""comparisons"", ""same_log_pressure_direction"", ""same_standardized_pressure_direction""]"
topology_robustness,step1_topology_robustness_summary.csv,True,Step 3 results\Paper7B_Hosein_to_Shayan_Frozen_Source_Package\05_robustness_transfer\step1_topology_robustness_summary.csv,76250d9fd96c4a4e55e100cf446d83840a2a1a892f6553b88cca4236583b9d72,161,2,4,"[""analysis_level"", ""comparisons"", ""same_log_pressure_direction"", ""same_standardized_pressure_direction""]"
process_summary,process_translation_summary_final.csv,True,analysis\process_translation_summary_final.csv,1ca19c314dabb569ff96fa63f149d10dfe91f0061ef0357ab36b0687f4291b34,16403,105,8,"[""intervention"", ""process"", ""metric"", ""groups"", ""statistic"", ""estimate"", ""bootstrap_95_low"", ""bootstrap_95_high""]"
process_summary,process_translation_summary_final.csv,True,Step 3 results\Paper7B_Hosein_to_Shayan_Frozen_Source_Package\07_process\process_translation_summary_final.csv,1ca19c314dabb569ff96fa63f149d10dfe91f0061ef0357ab36b0687f4291b34,16403,105,8,"[""intervention"", ""process"", ""metric"", ""groups"", ""statistic"", ""estimate"", ""bootstrap_95_low"", ""bootstrap_95_high""]"
process_pair_results,process_translation_pair_results_final.parquet,False,analysis\process_translation_pair_results_final.parquet,2d97f97d08eee4a70d6a65c7a0d2d7058136dab0fee6c6a545efbabe488c8e48,9109391,65360,91,"[""id_a"", ""id_b"", ""pair_lo"", ""pair_hi"", ""intervention"", ""chemical_class"", ""geometry_tier"", ""topology"", ""Dimensionality"", ""metals_a"", ""metals_b"", ""metal_site_count_a_x"", ""metal_site_count_b_x"", ""metal_site_count_ratio"", ""Di_diff"", ""Df_diff"", ""Dif_diff"", ""Density_diff"", ""UC_volume_diff"", ""AVAf_diff"", ""POAVAf_diff"", ""member_path_a"", ""status_a"", ""metal_a"", ""metal_site_count_a_y"", ""default_signature_a"", ""geometry_signature_a"", ""within_framework_stable_a"", ""default_warning_count_a"", ""geometry_warning_count_a"", ""failed_site_count_a"", ""error_a"", ""member_path_b"", ""status_b"", ""metal_b"", ""metal_site_count_b_y"", ""default_signature_b"", ""geometry_signature_b"", ""within_framework_stable_b"", ""default_warning_count_b"", ""geometry_warning_count_b"", ""failed_site_count_b"", ""error_b"", ""coordination_class"", ""transition"", ""metal_site_count_a"", ""metal_site_count_b"", ""linker_cluster_a"", ""linker_cluster_b"", ""functional_cluster_a"", ""functional_cluster_b"", ""variant_a"", ""variant_b"", ""variant_lo"", ""variant_hi"", ""tier"", ""tier_order"", ""fraction_Di_diff"", ""fraction_Df_diff"", ""fraction_Dif_diff"", ""fraction_Density_diff"", ""fraction_UC_volume_diff"", ""fraction_AVAf_diff"", ""fraction_POAVAf_diff"", ""residual_geometry_score"", ""maximum_fraction_of_limit"", ""related_group_id"", ""pair_key"", ""process"", ""uptake_a"", ""working_capacity_a"", ""selectivity_a"", ""uptake_valid_a"", ""working_capacity_valid_a"", ""selectivity_valid_a"", ""uptake_b"", ""working_capacity_b"", ""selectivity_b"", ""uptake_valid_b"", ""working_capacity_valid_b"", ""selectivity_valid_b"", ""uptake_pair_complete"", ""working_capacity_pair_complete"", ""selectivity_pair_complete"", ""absolute_uptake_difference"", ""absolute_working_capacity_difference"", ""absolute_selectivity_difference"", ""working_capacity_change_oriented_by_uptake"", ""selectivity_change_oriented_by_uptake"", ""uptake_working_capacity_concordant"", ""uptake_selectivity_concordant""]"
process_pair_results,process_translation_pair_results_final.parquet,False,Step 3 results\Paper7B_Hosein_to_Shayan_Frozen_Source_Package\07_process\process_translation_pair_results_final.parquet,2d97f97d08eee4a70d6a65c7a0d2d7058136dab0fee6c6a545efbabe488c8e48,9109391,65360,91,"[""id_a"", ""id_b"", ""pair_lo"", ""pair_hi"", ""intervention"", ""chemical_class"", ""geometry_tier"", ""topology"", ""Dimensionality"", ""metals_a"", ""metals_b"", ""metal_site_count_a_x"", ""metal_site_count_b_x"", ""metal_site_count_ratio"", ""Di_diff"", ""Df_diff"", ""Dif_diff"", ""Density_diff"", ""UC_volume_diff"", ""AVAf_diff"", ""POAVAf_diff"", ""member_path_a"", ""status_a"", ""metal_a"", ""metal_site_count_a_y"", ""default_signature_a"", ""geometry_signature_a"", ""within_framework_stable_a"", ""default_warning_count_a"", ""geometry_warning_count_a"", ""failed_site_count_a"", ""error_a"", ""member_path_b"", ""status_b"", ""metal_b"", ""metal_site_count_b_y"", ""default_signature_b"", ""geometry_signature_b"", ""within_framework_stable_b"", ""default_warning_count_b"", ""geometry_warning_count_b"", ""failed_site_count_b"", ""error_b"", ""coordination_class"", ""transition"", ""metal_site_count_a"", ""metal_site_count_b"", ""linker_cluster_a"", ""linker_cluster_b"", ""functional_cluster_a"", ""functional_cluster_b"", ""variant_a"", ""variant_b"", ""variant_lo"", ""variant_hi"", ""tier"", ""tier_order"", ""fraction_Di_diff"", ""fraction_Df_diff"", ""fraction_Dif_diff"", ""fraction_Density_diff"", ""fraction_UC_volume_diff"", ""fraction_AVAf_diff"", ""fraction_POAVAf_diff"", ""residual_geometry_score"", ""maximum_fraction_of_limit"", ""related_group_id"", ""pair_key"", ""process"", ""uptake_a"", ""working_capacity_a"", ""selectivity_a"", ""uptake_valid_a"", ""working_capacity_valid_a"", ""selectivity_valid_a"", ""uptake_b"", ""working_capacity_b"", ""selectivity_b"", ""uptake_valid_b"", ""working_capacity_valid_b"", ""selectivity_valid_b"", ""uptake_pair_complete"", ""working_capacity_pair_complete"", ""selectivity_pair_complete"", ""absolute_uptake_difference"", ""absolute_working_capacity_difference"", ""absolute_selectivity_difference"", ""working_capacity_change_oriented_by_uptake"", ""selectivity_change_oriented_by_uptake"", ""uptake_working_capacity_concordant"", ""uptake_selectivity_concordant""]"
case_set,02_final_case_set.csv,True,Step 3 results\case_selection\02_final_case_set.csv,5e8cc002b767848321067febeb857823c615118533d0c17830e5e43c02dac24b,4622,6,32,"[""selection_category"", ""role_label"", ""recommendation_status"", ""recommendation_reason"", ""case_rank"", ""pair_key"", ""intervention"", ""transition"", ""id_a"", ""id_b"", ""formula_contrast"", ""metal_contrast"", ""renderable"", ""median_absolute_log_difference"", ""mean_wc_concordance"", ""mean_selectivity_concordance"", ""pair_reuse_conflict"", ""framework_reuse_conflict"", ""reused_framework_ids"", ""production_note"", ""final_case_decision"", ""parsed_heteroatoms_nonmetal_a"", ""parsed_heteroatoms_nonmetal_b"", ""renderable_bool"", ""heat_data_available"", ""case_heat_summary_status"", ""guest_specificity_context_available"", ""guest_specificity_context_note"", ""final_case_status"", ""selection_basis"", ""mechanism_claim_authorized"", ""directional_substitution_claim_authorized""]"
case_set,02_final_case_set.csv,True,Step 3 results\Paper7B_Hosein_to_Shayan_Frozen_Source_Package\08_structures\02_final_case_set.csv,5e8cc002b767848321067febeb857823c615118533d0c17830e5e43c02dac24b,4622,6,32,"[""selection_category"", ""role_label"", ""recommendation_status"", ""recommendation_reason"", ""case_rank"", ""pair_key"", ""intervention"", ""transition"", ""id_a"", ""id_b"", ""formula_contrast"", ""metal_contrast"", ""renderable"", ""median_absolute_log_difference"", ""mean_wc_concordance"", ""mean_selectivity_concordance"", ""pair_reuse_conflict"", ""framework_reuse_conflict"", ""reused_framework_ids"", ""production_note"", ""final_case_decision"", ""parsed_heteroatoms_nonmetal_a"", ""parsed_heteroatoms_nonmetal_b"", ""renderable_bool"", ""heat_data_available"", ""case_heat_summary_status"", ""guest_specificity_context_available"", ""guest_specificity_context_note"", ""final_case_status"", ""selection_basis"", ""mechanism_claim_authorized"", ""directional_substitution_claim_authorized""]"
case_frameworks,02_final_case_frameworks.csv,True,Step 3 results\case_selection\02_final_case_frameworks.csv,9bd7fc9adbf6e5e3fcf733c9031739e400b0d79c9469015ec561afb04174ffc7,1928,12,6,"[""framework_id"", ""endpoint"", ""pair_key"", ""selection_category"", ""intervention"", ""transition""]"
case_frameworks,02_final_case_frameworks.csv,True,Step 3 results\Paper7B_Hosein_to_Shayan_Frozen_Source_Package\08_structures\02_final_case_frameworks.csv,9bd7fc9adbf6e5e3fcf733c9031739e400b0d79c9469015ec561afb04174ffc7,1928,12,6,"[""framework_id"", ""endpoint"", ""pair_key"", ""selection_category"", ""intervention"", ""transition""]"
case_pair_audit,candidate_pair_audit.csv,True,analysis\final_structure_case_inspection\candidate_pair_audit.csv,d537918cac9f0f81f47343243c0f1991ae7400d69361182dc5aef0a3332a9c05,47525,46,88,"[""selection_category"", ""rank_within_category"", ""selection_score"", ""selection_rationale"", ""pair_key"", ""id_a"", ""id_b"", ""intervention"", ""transition"", ""median_absolute_log_difference"", ""maximum_absolute_log_difference"", ""median_standardized_difference"", ""maximum_standardized_difference"", ""median_wc_oriented"", ""minimum_wc_oriented"", ""mean_wc_concordance"", ""median_selectivity_oriented"", ""minimum_selectivity_oriented"", ""mean_selectivity_concordance"", ""valid_process_working_capacity"", ""valid_process_selectivity"", ""topology"", ""metals_a"", ""metals_b"", ""linker_cluster_a_x"", ""linker_cluster_b_x"", ""functional_cluster_a_x"", ""functional_cluster_b_x"", ""role_order"", ""case_rank"", ""Di_a"", ""Df_a"", ""Dif_a"", ""Density_a"", ""UC_volume_a"", ""AVAf_a"", ""POAVAf_a"", ""topology_a"", ""Dimensionality_a"", ""DB_num_a"", ""metal_cluster_a"", ""linker_cluster_a_y"", ""functional_cluster_a_y"", ""Di_b"", ""Df_b"", ""Dif_b"", ""Density_b"", ""UC_volume_b"", ""AVAf_b"", ""POAVAf_b"", ""topology_b"", ""Dimensionality_b"", ""DB_num_b"", ""metal_cluster_b"", ""linker_cluster_b_y"", ""functional_cluster_b_y"", ""parsed_parse_ok_a"", ""parsed_formula_reduced_a"", ""parsed_formula_full_a"", ""parsed_elements_a"", ""parsed_metals_a"", ""parsed_nonmetals_a"", ""parsed_heteroatoms_nonmetal_a"", ""parsed_n_sites_a"", ""parsed_n_disordered_sites_a"", ""parsed_minimum_occupancy_a"", ""parsed_error_a"", ""parsed_archive_member_a"", ""parsed_parse_ok_b"", ""parsed_formula_reduced_b"", ""parsed_formula_full_b"", ""parsed_elements_b"", ""parsed_metals_b"", ""parsed_nonmetals_b"", ""parsed_heteroatoms_nonmetal_b"", ""parsed_n_sites_b"", ""parsed_n_disordered_sites_b"", ""parsed_minimum_occupancy_b"", ""parsed_error_b"", ""parsed_archive_member_b"", ""composition_same"", ""metal_set_same"", ""heteroatom_set_same"", ""formula_contrast"", ""metal_contrast"", ""renderable"", ""production_note"", ""final_case_decision""]"
case_pair_audit,candidate_pair_audit.csv,True,Step 3 results\Paper7B_Hosein_to_Shayan_Frozen_Source_Package\08_structures\candidate_pair_audit.csv,d537918cac9f0f81f47343243c0f1991ae7400d69361182dc5aef0a3332a9c05,47525,46,88,"[""selection_category"", ""rank_within_category"", ""selection_score"", ""selection_rationale"", ""pair_key"", ""id_a"", ""id_b"", ""intervention"", ""transition"", ""median_absolute_log_difference"", ""maximum_absolute_log_difference"", ""median_standardized_difference"", ""maximum_standardized_difference"", ""median_wc_oriented"", ""minimum_wc_oriented"", ""mean_wc_concordance"", ""median_selectivity_oriented"", ""minimum_selectivity_oriented"", ""mean_selectivity_concordance"", ""valid_process_working_capacity"", ""valid_process_selectivity"", ""topology"", ""metals_a"", ""metals_b"", ""linker_cluster_a_x"", ""linker_cluster_b_x"", ""functional_cluster_a_x"", ""functional_cluster_b_x"", ""role_order"", ""case_rank"", ""Di_a"", ""Df_a"", ""Dif_a"", ""Density_a"", ""UC_volume_a"", ""AVAf_a"", ""POAVAf_a"", ""topology_a"", ""Dimensionality_a"", ""DB_num_a"", ""metal_cluster_a"", ""linker_cluster_a_y"", ""functional_cluster_a_y"", ""Di_b"", ""Df_b"", ""Dif_b"", ""Density_b"", ""UC_volume_b"", ""AVAf_b"", ""POAVAf_b"", ""topology_b"", ""Dimensionality_b"", ""DB_num_b"", ""metal_cluster_b"", ""linker_cluster_b_y"", ""functional_cluster_b_y"", ""parsed_parse_ok_a"", ""parsed_formula_reduced_a"", ""parsed_formula_full_a"", ""parsed_elements_a"", ""parsed_metals_a"", ""parsed_nonmetals_a"", ""parsed_heteroatoms_nonmetal_a"", ""parsed_n_sites_a"", ""parsed_n_disordered_sites_a"", ""parsed_minimum_occupancy_a"", ""parsed_error_a"", ""parsed_archive_member_a"", ""parsed_parse_ok_b"", ""parsed_formula_reduced_b"", ""parsed_formula_full_b"", ""parsed_elements_b"", ""parsed_metals_b"", ""parsed_nonmetals_b"", ""parsed_heteroatoms_nonmetal_b"", ""parsed_n_sites_b"", ""parsed_n_disordered_sites_b"", ""parsed_minimum_occupancy_b"", ""parsed_error_b"", ""parsed_archive_member_b"", ""composition_same"", ""metal_set_same"", ""heteroatom_set_same"", ""formula_contrast"", ""metal_contrast"", ""renderable"", ""production_note"", ""final_case_decision""]"
case_adsorption,candidate_adsorption_conditions.csv,True,analysis\final_structure_case_inspection\candidate_adsorption_conditions.csv,fb41f601f9aff9dac70b884a0a6d37c503c578a2ce45678cde85570bbfe8aa90,812944,828,85,"[""id_a"", ""id_b"", ""pair_lo"", ""pair_hi"", ""intervention"", ""chemical_class"", ""geometry_tier"", ""topology"", ""Dimensionality"", ""metals_a"", ""metals_b"", ""metal_site_count_a_x"", ""metal_site_count_b_x"", ""metal_site_count_ratio"", ""Di_diff"", ""Df_diff"", ""Dif_diff"", ""Density_diff"", ""UC_volume_diff"", ""AVAf_diff"", ""POAVAf_diff"", ""member_path_a"", ""status_a"", ""metal_a"", ""metal_site_count_a_y"", ""default_signature_a"", ""geometry_signature_a"", ""within_framework_stable_a"", ""default_warning_count_a"", ""geometry_warning_count_a"", ""failed_site_count_a"", ""error_a"", ""member_path_b"", ""status_b"", ""metal_b"", ""metal_site_count_b_y"", ""default_signature_b"", ""geometry_signature_b"", ""within_framework_stable_b"", ""default_warning_count_b"", ""geometry_warning_count_b"", ""failed_site_count_b"", ""error_b"", ""coordination_class"", ""metal_site_count_a"", ""metal_site_count_b"", ""linker_cluster_a"", ""linker_cluster_b"", ""functional_cluster_a"", ""functional_cluster_b"", ""variant_a"", ""variant_b"", ""variant_lo"", ""variant_hi"", ""transition"", ""evidence_unit_id"", ""dependence_family_id"", ""reuse_count_a"", ""reuse_count_b"", ""maximum_endpoint_reuse"", ""target"", ""T/K"", ""p/bar"", ""uptake_a"", ""stdev_a"", ""uptake_b"", ""stdev_b"", ""outcome_complete"", ""reported_stdev_valid_a"", ""reported_stdev_valid_b"", ""both_stdev_valid"", ""raw_delta_b_minus_a"", ""absolute_pair_difference"", ""source_rows"", ""minimum_positive_uptake"", ""epsilon_primary"", ""epsilon_sensitivity"", ""uptake_q1"", ""uptake_q3"", ""robust_scale_iqr_over_1_349"", ""absolute_uptake_difference"", ""absolute_log_difference"", ""absolute_log_difference_sensitivity"", ""standardized_absolute_difference"", ""pair_key""]"
case_adsorption,candidate_adsorption_conditions.csv,True,Step 3 results\Paper7B_Hosein_to_Shayan_Frozen_Source_Package\08_structures\candidate_adsorption_conditions.csv,fb41f601f9aff9dac70b884a0a6d37c503c578a2ce45678cde85570bbfe8aa90,812944,828,85,"[""id_a"", ""id_b"", ""pair_lo"", ""pair_hi"", ""intervention"", ""chemical_class"", ""geometry_tier"", ""topology"", ""Dimensionality"", ""metals_a"", ""metals_b"", ""metal_site_count_a_x"", ""metal_site_count_b_x"", ""metal_site_count_ratio"", ""Di_diff"", ""Df_diff"", ""Dif_diff"", ""Density_diff"", ""UC_volume_diff"", ""AVAf_diff"", ""POAVAf_diff"", ""member_path_a"", ""status_a"", ""metal_a"", ""metal_site_count_a_y"", ""default_signature_a"", ""geometry_signature_a"", ""within_framework_stable_a"", ""default_warning_count_a"", ""geometry_warning_count_a"", ""failed_site_count_a"", ""error_a"", ""member_path_b"", ""status_b"", ""metal_b"", ""metal_site_count_b_y"", ""default_signature_b"", ""geometry_signature_b"", ""within_framework_stable_b"", ""default_warning_count_b"", ""geometry_warning_count_b"", ""failed_site_count_b"", ""error_b"", ""coordination_class"", ""metal_site_count_a"", ""metal_site_count_b"", ""linker_cluster_a"", ""linker_cluster_b"", ""functional_cluster_a"", ""functional_cluster_b"", ""variant_a"", ""variant_b"", ""variant_lo"", ""variant_hi"", ""transition"", ""evidence_unit_id"", ""dependence_family_id"", ""reuse_count_a"", ""reuse_count_b"", ""maximum_endpoint_reuse"", ""target"", ""T/K"", ""p/bar"", ""uptake_a"", ""stdev_a"", ""uptake_b"", ""stdev_b"", ""outcome_complete"", ""reported_stdev_valid_a"", ""reported_stdev_valid_b"", ""both_stdev_valid"", ""raw_delta_b_minus_a"", ""absolute_pair_difference"", ""source_rows"", ""minimum_positive_uptake"", ""epsilon_primary"", ""epsilon_sensitivity"", ""uptake_q1"", ""uptake_q3"", ""robust_scale_iqr_over_1_349"", ""absolute_uptake_difference"", ""absolute_log_difference"", ""absolute_log_difference_sensitivity"", ""standardized_absolute_difference"", ""pair_key""]"
case_process,candidate_process_results.csv,True,analysis\final_structure_case_inspection\candidate_process_results.csv,40e4749168d872a4b42a7bc531c9690f967f243fd5637010f1efeb123e114892,243508,230,91,"[""id_a"", ""id_b"", ""pair_lo"", ""pair_hi"", ""intervention"", ""chemical_class"", ""geometry_tier"", ""topology"", ""Dimensionality"", ""metals_a"", ""metals_b"", ""metal_site_count_a_x"", ""metal_site_count_b_x"", ""metal_site_count_ratio"", ""Di_diff"", ""Df_diff"", ""Dif_diff"", ""Density_diff"", ""UC_volume_diff"", ""AVAf_diff"", ""POAVAf_diff"", ""member_path_a"", ""status_a"", ""metal_a"", ""metal_site_count_a_y"", ""default_signature_a"", ""geometry_signature_a"", ""within_framework_stable_a"", ""default_warning_count_a"", ""geometry_warning_count_a"", ""failed_site_count_a"", ""error_a"", ""member_path_b"", ""status_b"", ""metal_b"", ""metal_site_count_b_y"", ""default_signature_b"", ""geometry_signature_b"", ""within_framework_stable_b"", ""default_warning_count_b"", ""geometry_warning_count_b"", ""failed_site_count_b"", ""error_b"", ""coordination_class"", ""transition"", ""metal_site_count_a"", ""metal_site_count_b"", ""linker_cluster_a"", ""linker_cluster_b"", ""functional_cluster_a"", ""functional_cluster_b"", ""variant_a"", ""variant_b"", ""variant_lo"", ""variant_hi"", ""tier"", ""tier_order"", ""fraction_Di_diff"", ""fraction_Df_diff"", ""fraction_Dif_diff"", ""fraction_Density_diff"", ""fraction_UC_volume_diff"", ""fraction_AVAf_diff"", ""fraction_POAVAf_diff"", ""residual_geometry_score"", ""maximum_fraction_of_limit"", ""related_group_id"", ""pair_key"", ""process"", ""uptake_a"", ""working_capacity_a"", ""selectivity_a"", ""uptake_valid_a"", ""working_capacity_valid_a"", ""selectivity_valid_a"", ""uptake_b"", ""working_capacity_b"", ""selectivity_b"", ""uptake_valid_b"", ""working_capacity_valid_b"", ""selectivity_valid_b"", ""uptake_pair_complete"", ""working_capacity_pair_complete"", ""selectivity_pair_complete"", ""absolute_uptake_difference"", ""absolute_working_capacity_difference"", ""absolute_selectivity_difference"", ""working_capacity_change_oriented_by_uptake"", ""selectivity_change_oriented_by_uptake"", ""uptake_working_capacity_concordant"", ""uptake_selectivity_concordant""]"
case_process,candidate_process_results.csv,True,Step 3 results\Paper7B_Hosein_to_Shayan_Frozen_Source_Package\08_structures\candidate_process_results.csv,40e4749168d872a4b42a7bc531c9690f967f243fd5637010f1efeb123e114892,243508,230,91,"[""id_a"", ""id_b"", ""pair_lo"", ""pair_hi"", ""intervention"", ""chemical_class"", ""geometry_tier"", ""topology"", ""Dimensionality"", ""metals_a"", ""metals_b"", ""metal_site_count_a_x"", ""metal_site_count_b_x"", ""metal_site_count_ratio"", ""Di_diff"", ""Df_diff"", ""Dif_diff"", ""Density_diff"", ""UC_volume_diff"", ""AVAf_diff"", ""POAVAf_diff"", ""member_path_a"", ""status_a"", ""metal_a"", ""metal_site_count_a_y"", ""default_signature_a"", ""geometry_signature_a"", ""within_framework_stable_a"", ""default_warning_count_a"", ""geometry_warning_count_a"", ""failed_site_count_a"", ""error_a"", ""member_path_b"", ""status_b"", ""metal_b"", ""metal_site_count_b_y"", ""default_signature_b"", ""geometry_signature_b"", ""within_framework_stable_b"", ""default_warning_count_b"", ""geometry_warning_count_b"", ""failed_site_count_b"", ""error_b"", ""coordination_class"", ""transition"", ""metal_site_count_a"", ""metal_site_count_b"", ""linker_cluster_a"", ""linker_cluster_b"", ""functional_cluster_a"", ""functional_cluster_b"", ""variant_a"", ""variant_b"", ""variant_lo"", ""variant_hi"", ""tier"", ""tier_order"", ""fraction_Di_diff"", ""fraction_Df_diff"", ""fraction_Dif_diff"", ""fraction_Density_diff"", ""fraction_UC_volume_diff"", ""fraction_AVAf_diff"", ""fraction_POAVAf_diff"", ""residual_geometry_score"", ""maximum_fraction_of_limit"", ""related_group_id"", ""pair_key"", ""process"", ""uptake_a"", ""working_capacity_a"", ""selectivity_a"", ""uptake_valid_a"", ""working_capacity_valid_a"", ""selectivity_valid_a"", ""uptake_b"", ""working_capacity_b"", ""selectivity_b"", ""uptake_valid_b"", ""working_capacity_valid_b"", ""selectivity_valid_b"", ""uptake_pair_complete"", ""working_capacity_pair_complete"", ""selectivity_pair_complete"", ""absolute_uptake_difference"", ""absolute_working_capacity_difference"", ""absolute_selectivity_difference"", ""working_capacity_change_oriented_by_uptake"", ""selectivity_change_oriented_by_uptake"", ""uptake_working_capacity_concordant"", ""uptake_selectivity_concordant""]"
charge_mapping_audit,03_charge_mapping_audit.csv,True,Step 3 results\case_chemistry\03_charge_mapping_audit.csv,ea15383ebb5a9ca8e38f710bd02f3dac3e3642ff2181707228f6833f8520171b,8323,12,18,"[""mof_id"", ""archive_member"", ""mapping_ok"", ""error"", ""all_cif_keys"", ""charge_like_fields"", ""charge_column"", ""symbol_column"", ""label_column"", ""occupancy_column"", ""atom_rows"", ""numeric_charges"", ""minimum_occupancy"", ""charge_sum"", ""occupancy_weighted_charge_sum"", ""metal_atom_rows"", ""elements"", ""metals""]"
charge_mapping_audit,03_charge_mapping_audit.csv,True,Step 3 results\Paper7B_Hosein_to_Shayan_Frozen_Source_Package\06_cif_chemistry\03_charge_mapping_audit.csv,ea15383ebb5a9ca8e38f710bd02f3dac3e3642ff2181707228f6833f8520171b,8323,12,18,"[""mof_id"", ""archive_member"", ""mapping_ok"", ""error"", ""all_cif_keys"", ""charge_like_fields"", ""charge_column"", ""symbol_column"", ""label_column"", ""occupancy_column"", ""atom_rows"", ""numeric_charges"", ""minimum_occupancy"", ""charge_sum"", ""occupancy_weighted_charge_sum"", ""metal_atom_rows"", ""elements"", ""metals""]"
atom_charge_rows,03_atom_charge_rows.csv,True,Step 3 results\case_chemistry\03_atom_charge_rows.csv,d393f6d651fd6b47e4179c59cbe4679ec6c89e2b088875c2db4f950df37f4559,192294,2836,8,"[""mof_id"", ""atom_row"", ""label"", ""element"", ""occupancy"", ""repeat_charge"", ""is_metal"", ""occupancy_weighted_charge""]"
atom_charge_rows,03_atom_charge_rows.csv,True,Step 3 results\Paper7B_Hosein_to_Shayan_Frozen_Source_Package\06_cif_chemistry\03_atom_charge_rows.csv,d393f6d651fd6b47e4179c59cbe4679ec6c89e2b088875c2db4f950df37f4559,192294,2836,8,"[""mof_id"", ""atom_row"", ""label"", ""element"", ""occupancy"", ""repeat_charge"", ""is_metal"", ""occupancy_weighted_charge""]"
framework_charge_summary,03_framework_charge_summaries.csv,True,Step 3 results\case_chemistry\03_framework_charge_summaries.csv,afa633a1c11b4843171e96b82c3d994495e5df9514ee018f17c5dd8d35e45935,1828,12,9,"[""mof_id"", ""atom_rows"", ""charge_sum"", ""occupancy_weighted_charge_sum"", ""charge_mean"", ""charge_std"", ""charge_min"", ""charge_max"", ""metal_rows""]"
framework_charge_summary,03_framework_charge_summaries.csv,True,Step 3 results\Paper7B_Hosein_to_Shayan_Frozen_Source_Package\06_cif_chemistry\03_framework_charge_summaries.csv,afa633a1c11b4843171e96b82c3d994495e5df9514ee018f17c5dd8d35e45935,1828,12,9,"[""mof_id"", ""atom_rows"", ""charge_sum"", ""occupancy_weighted_charge_sum"", ""charge_mean"", ""charge_std"", ""charge_min"", ""charge_max"", ""metal_rows""]"
element_charge_summary,03_element_charge_summaries.csv,True,Step 3 results\case_chemistry\03_element_charge_summaries.csv,bf2aec21e549c049002c18f289d66097d437e8345589e948a913f51820526f95,7193,60,10,"[""mof_id"", ""element"", ""is_metal"", ""atom_rows"", ""charge_mean"", ""charge_median"", ""charge_std"", ""charge_min"", ""charge_max"", ""occupancy_weighted_charge_sum""]"
element_charge_summary,03_element_charge_summaries.csv,True,Step 3 results\Paper7B_Hosein_to_Shayan_Frozen_Source_Package\06_cif_chemistry\03_element_charge_summaries.csv,bf2aec21e549c049002c18f289d66097d437e8345589e948a913f51820526f95,7193,60,10,"[""mof_id"", ""element"", ""is_metal"", ""atom_rows"", ""charge_mean"", ""charge_median"", ""charge_std"", ""charge_min"", ""charge_max"", ""occupancy_weighted_charge_sum""]"
pair_charge_contrasts,03_pair_charge_contrasts.csv,True,Step 3 results\case_chemistry\03_pair_charge_contrasts.csv,11bf86f7feff98aaf9cc5001d50f70e52c0b16a2a793acf73ef85040a513d980,1885,6,13,"[""selection_category"", ""pair_key"", ""intervention"", ""transition"", ""id_a"", ""id_b"", ""shared_elements"", ""metals_a"", ""metals_b"", ""framework_charge_sum_a"", ""framework_charge_sum_b"", ""same_metal_identity"", ""metal_charge_comparison_status""]"
pair_charge_contrasts,03_pair_charge_contrasts.csv,True,Step 3 results\Paper7B_Hosein_to_Shayan_Frozen_Source_Package\06_cif_chemistry\03_pair_charge_contrasts.csv,11bf86f7feff98aaf9cc5001d50f70e52c0b16a2a793acf73ef85040a513d980,1885,6,13,"[""selection_category"", ""pair_key"", ""intervention"", ""transition"", ""id_a"", ""id_b"", ""shared_elements"", ""metals_a"", ""metals_b"", ""framework_charge_sum_a"", ""framework_charge_sum_b"", ""same_metal_identity"", ""metal_charge_comparison_status""]"
