selection_category,pair_key,intervention,transition,id_a,id_b,shared_elements,metals_a,metals_b,framework_charge_sum_a,framework_charge_sum_b,same_metal_identity,metal_charge_comparison_status
strong_linker_process_aligned,DB0-m3_o11_o17_f0_pcu.sym.32 || DB0-m3_o12_o20_f0_pcu.sym.24,linker_family_change,-49301 <-> -6941,DB0-m3_o11_o17_f0_pcu.sym.32,DB0-m3_o12_o20_f0_pcu.sym.24,C;H;N;O;Zn,Zn,Zn,-3.000000000086267e-06,1.0000000001952891e-06,True,COMPARABLE_SAME_METAL_ELEMENT
strong_metal_process_aligned,DB0-m2_o7_o7_f0_nbo.sym.45 || DB0-m3_o7_o7_f0_nbo.sym.48,metal_substitution,Cu <-> Zn,DB0-m3_o7_o7_f0_nbo.sym.48,DB0-m2_o7_o7_f0_nbo.sym.45,C;H;I;O,Zn,Cu,-1.9999999994364803e-06,-1.9999999999794488e-06,False,DIFFERENT_METAL_ELEMENTS_DESCRIPTIVE_ONLY
cu_zn_pressure_exception,DB0-m2_o6_o27_f0_nbo.sym.30 || DB0-m3_o6_o27_f0_nbo.sym.33,metal_substitution,Cu <-> Zn,DB0-m3_o6_o27_f0_nbo.sym.33,DB0-m2_o6_o27_f0_nbo.sym.30,C;H;N;O,Zn,Cu,-2.0000000003905782e-06,-5.000000000254801e-06,False,DIFFERENT_METAL_ELEMENTS_DESCRIPTIVE_ONLY
near_null_comparison,DB0-m2_o23_o28_f0_nbo.sym.21 || DB0-m2_o23_o28_f0_nbo.sym.4,linker_family_change,40141 <-> 43459,DB0-m2_o23_o28_f0_nbo.sym.21,DB0-m2_o23_o28_f0_nbo.sym.4,C;Cu;H;N;O,Cu,Cu,1.9999999993532136e-06,-4.000000000378701e-06,True,COMPARABLE_SAME_METAL_ELEMENT
process_discordant_comparison,DB0-m3_o152_o155_f0_fsc.sym.27 || DB0-m3_o440_o155_f0_fsc.sym.26,linker_family_change,55140 <-> 60577,DB0-m3_o440_o155_f0_fsc.sym.26,DB0-m3_o152_o155_f0_fsc.sym.27,C;H;N;O;Zn,Zn,Zn,-5.551115123125783e-17,2.000000000002e-06,True,COMPARABLE_SAME_METAL_ELEMENT
functional_motif_example,DB0-m9_o17_o27_f0_sra.sym.116 || DB0-m9_o17_o27_f0_sra.sym.117,functional_motif_change,-2360 <-> 15980,DB0-m9_o17_o27_f0_sra.sym.117,DB0-m9_o17_o27_f0_sra.sym.116,C;H;N;O;V,V,V,3.000000000141778e-06,1.0000000003618226e-06,True,COMPARABLE_SAME_METAL_ELEMENT
